,year,state,treatment,patient,cost,treatment_category
11930,2022,Others,level 3 upper gi procedures,522.0,338363.682842113,Other Diseases
11931,2022,Others,level 3 urology and related services,2836.0,692052.8584414253,Other Diseases
11932,2022,Others,level 3 vascular procedures,4991.0,1299687.758042734,Other Diseases
11933,2022,Others,level 4 airway endoscopy,1484.0,851656.800572432,Respiratory
11934,2022,Others,level 4 ent procedures,195.0,201949.034691344,Other Diseases
11935,2022,Others,level 4 endovascular procedures,1248.0,3852974.608574647,Other Diseases
11936,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",12.0,14365.950833333,Other Diseases
11937,2022,Others,level 4 gynecologic procedures,817.0,727069.351490364,Other Diseases
11938,2022,Others,level 4 musculoskeletal procedures,4885.0,3011242.951540953,Other Diseases
11939,2022,Others,level 4 neurostimulator and related procedures,201.0,787438.9761496889,Other Diseases
11940,2022,Others,level 4 pacemaker and similar procedures,153.0,867336.635057688,Respiratory
11941,2022,Others,level 4 urology and related services,3469.0,1212542.919494561,Other Diseases
11942,2022,Others,level 4 vascular procedures,986.0,1054435.812736041,Other Diseases
11943,2022,Others,level 5 airway endoscopy,263.0,420742.235549338,Respiratory
11944,2022,Others,level 5 ent procedures,630.0,960118.726735645,Other Diseases
11945,2022,Others,level 5 gynecologic procedures,188.0,278408.833203379,Other Diseases
11946,2022,Others,level 5 musculoskeletal procedures,10967.0,5220414.442148923,Other Diseases
11947,2022,Others,level 5 neurostimulator and related procedures,332.0,1458089.528107666,Other Diseases
11948,2022,Others,level 5 urology and related services,3130.0,1612116.381522594,Other Diseases
11949,2022,Others,level 6 gynecologic procedures,36.0,125834.24012987,Other Diseases
11950,2022,Others,level 6 musculoskeletal procedures,25.0,135087.196410256,Other Diseases
11951,2022,Others,level 6 urology and related services,409.0,715971.876283411,Other Diseases
11952,2022,Others,level 7 radiation therapy,47.0,162156.08088235,Other Diseases
11953,2022,Others,level 8 urology and related services,48.0,198536.34589015,Other Diseases
11954,2022,Others,abdominal/peritoneal/biliary and related procedures,783.0,440363.0468712976,Other Diseases
11955,2022,Others,cochlear implant procedure,74.0,436489.68626602,Other Diseases
11956,2022,Others,complex gi procedures,250.0,178617.19433778,Other Diseases
11957,2022,Others,comprehensive observation services,8625.0,623743.6800718986,Other Diseases
11958,2022,Others,implantation wireless pa pressure monitor,47.0,205582.873754784,Other Diseases
11959,2022,Others,implantation of drug infusion device,74.0,262973.969610774,Other Diseases
11960,2022,Others,level 1 breast/lymphatic surgery and related procedures,422.0,191835.073239024,Other Diseases
11961,2022,Others,level 1 endovascular procedures,4072.0,543229.1844736808,Other Diseases
11962,2022,Others,level 1 icd and similar procedures,27.0,62292.715555556,Respiratory
11963,2022,Others,level 1 intraocular procedures,2782.0,172148.4728093072,Other Diseases
11964,2022,Others,level 1 laparoscopy and related services,2173.0,935783.8332962015,Other Diseases
11965,2022,Others,level 1 nerve procedures,2338.0,269783.6004386687,Other Diseases
11966,2022,Others,level 1 neurostimulator and related procedures,38.0,32199.5810795455,Other Diseases
11967,2022,Others,level 2 breast/lymphatic surgery and related procedures,734.0,550949.965174887,Other Diseases
11968,2022,Others,level 2 electrophysiologic procedures,38.0,88053.556547619,Respiratory
11969,2022,Others,level 2 endovascular procedures,762.0,632432.063755715,Other Diseases
11970,2022,Others,level 2 excision/ biopsy/ incision and drainage,3677.0,296318.0473005158,Other Diseases
11971,2022,Others,level 2 icd and similar procedures,378.0,1618718.287758895,Respiratory
11972,2022,Others,level 2 intraocular procedures,723.0,173139.83018179602,Other Diseases
11973,2022,Others,level 2 laparoscopy and related services,992.0,772637.119667562,Other Diseases
11974,2022,Others,level 2 musculoskeletal procedures,1167.0,245464.176920946,Other Diseases
11975,2022,Others,level 2 nerve procedures,29.0,41166.505252525,Other Diseases
11976,2022,Others,level 2 neurostimulator and related procedures,256.0,179427.366255018,Other Diseases
11977,2022,Others,level 2 pacemaker and similar procedures,896.0,641027.820109384,Respiratory
11978,2022,Others,level 2 upper gi procedures,2162.0,270276.106124151,Other Diseases
11979,2022,Others,level 2 vascular procedures,757.0,174459.2690835696,Other Diseases
11980,2022,Others,level 3 airway endoscopy,508.0,130492.908343347,Other Diseases
11981,2022,Others,level 3 breast/lymphatic surgery and related procedures,26.0,70264.647307692,Other Diseases
11982,2022,Others,level 3 ent procedures,58.0,4902.3603225806,Other Diseases
11983,2022,Others,level 3 electrophysiologic procedures,904.0,1053107.4388072821,Respiratory
11984,2022,Others,level 3 endovascular procedures,1805.0,1296524.433368965,Other Diseases
11985,2022,Others,level 3 excision/ biopsy/ incision and drainage,1771.0,386557.5159769019,Other Diseases
11986,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",213.0,72378.385868017,Other Diseases
11987,2022,Others,level 3 lower gi procedures,252.0,148807.40094709702,Other Diseases
11988,2022,Others,level 3 musculoskeletal procedures,2274.0,572155.0126654442,Other Diseases
11989,2022,Others,level 3 neurostimulator and related procedures,29.0,59889.850333333,Other Diseases
11990,2022,Others,level 3 pacemaker and similar procedures,1011.0,811910.227174745,Respiratory
11991,2022,Others,level 3 upper gi procedures,252.0,98866.411853007,Other Diseases
11992,2022,Others,level 3 urology and related services,1691.0,283994.4240975333,Other Diseases
11993,2022,Others,level 3 vascular procedures,2394.0,468070.071841105,Other Diseases
11994,2022,Others,level 4 airway endoscopy,798.0,328463.3179987086,Respiratory
11995,2022,Others,level 4 breast/lymphatic surgery and related procedures,47.0,141621.900924371,Other Diseases
11996,2022,Others,level 4 ent procedures,146.0,127267.89553613,Other Diseases
11997,2022,Others,level 4 endovascular procedures,564.0,1156550.102538353,Other Diseases
11998,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",32.0,35230.365367647,Other Diseases
11999,2022,Others,level 4 gynecologic procedures,310.0,211670.04661328052,Other Diseases
12000,2022,Others,level 4 musculoskeletal procedures,3348.0,1105849.49202382,Other Diseases
12001,2022,Others,level 4 neurostimulator and related procedures,214.0,588833.694920014,Other Diseases
12002,2022,Others,level 4 pacemaker and similar procedures,104.0,416625.100167241,Respiratory
12003,2022,Others,level 4 urology and related services,1880.0,496102.2656777046,Other Diseases
12004,2022,Others,level 4 vascular procedures,485.0,309376.603509121,Other Diseases
12005,2022,Others,level 5 airway endoscopy,343.0,357897.326493591,Respiratory
12006,2022,Others,level 5 ent procedures,415.0,329464.888475994,Other Diseases
12007,2022,Others,level 5 gynecologic procedures,148.0,251096.9277760659,Other Diseases
12008,2022,Others,level 5 musculoskeletal procedures,5966.0,1688669.888350335,Other Diseases
12009,2022,Others,level 5 neurostimulator and related procedures,485.0,1197390.012101848,Other Diseases
12010,2022,Others,level 5 urology and related services,1969.0,593320.4937811345,Other Diseases
12011,2022,Others,level 6 gynecologic procedures,100.0,282986.61030107,Other Diseases
12012,2022,Others,level 6 musculoskeletal procedures,30.0,81801.262095588,Other Diseases
12013,2022,Others,level 6 urology and related services,109.0,221845.915160256,Other Diseases
12014,2022,Others,level 7 radiation therapy,96.0,79486.546310345,Other Diseases
12015,2022,Others,level 8 urology and related services,47.0,92466.836875,Other Diseases
12016,2022,Others,abdominal/peritoneal/biliary and related procedures,818.0,558533.543751812,Other Diseases
12017,2022,Others,cochlear implant procedure,42.0,259176.70995614,Other Diseases
12018,2022,Others,complex gi procedures,317.0,212022.072428628,Other Diseases
12019,2022,Others,comprehensive observation services,17063.0,1139647.7818367316,Other Diseases
12020,2022,Others,implantation wireless pa pressure monitor,39.0,474556.61812820303,Other Diseases
12021,2022,Others,implantation of drug infusion device,76.0,366352.300516586,Other Diseases
12022,2022,Others,level 1 breast/lymphatic surgery and related procedures,589.0,346167.677471211,Other Diseases
12023,2022,Others,level 1 endovascular procedures,4866.0,893989.8019336312,Other Diseases
12024,2022,Others,level 1 icd and similar procedures,49.0,429950.13447552,Respiratory
12025,2022,Others,level 1 intraocular procedures,3344.0,376072.82610282,Other Diseases
12026,2022,Others,level 1 laparoscopy and related services,2963.0,1306933.707627245,Other Diseases
12027,2022,Others,level 1 nerve procedures,1754.0,362603.0465550045,Other Diseases
12028,2022,Others,level 2 breast/lymphatic surgery and related procedures,684.0,645940.37644606,Other Diseases
12029,2022,Others,level 2 electrophysiologic procedures,43.0,136873.61642657302,Respiratory
12030,2022,Others,level 2 endovascular procedures,1376.0,869399.6970913379,Other Diseases
12031,2022,Others,level 2 excision/ biopsy/ incision and drainage,5340.0,500045.0214544489,Other Diseases
12032,2022,Others,level 2 icd and similar procedures,460.0,2883810.080145351,Respiratory
12033,2022,Others,level 2 intraocular procedures,561.0,208957.0255570804,Other Diseases
12034,2022,Others,level 2 laparoscopy and related services,1089.0,1122063.286071818,Other Diseases
12035,2022,Others,level 2 musculoskeletal procedures,989.0,306844.1160423298,Other Diseases
12036,2022,Others,level 2 nerve procedures,18.0,25721.916111111,Other Diseases
12037,2022,Others,level 2 neurostimulator and related procedures,102.0,122766.489394912,Other Diseases
12038,2022,Others,level 2 pacemaker and similar procedures,356.0,783536.5043388209,Respiratory
12039,2022,Others,level 2 upper gi procedures,3293.0,506525.56580766337,Other Diseases
12040,2022,Others,level 2 vascular procedures,1005.0,261111.6026844877,Other Diseases
12041,2022,Others,level 3 airway endoscopy,411.0,200929.8697513874,Other Diseases
12042,2022,Others,level 3 ent procedures,52.0,26117.1082769231,Other Diseases
12043,2022,Others,level 3 electrophysiologic procedures,831.0,1811819.8691270342,Respiratory
12044,2022,Others,level 3 endovascular procedures,2144.0,1943161.247009273,Other Diseases
12045,2022,Others,level 3 excision/ biopsy/ incision and drainage,1641.0,517679.5379815418,Other Diseases
12046,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",451.0,90871.557015083,Other Diseases
12047,2022,Others,level 3 lower gi procedures,564.0,231838.4084707865,Other Diseases
12048,2022,Others,level 3 musculoskeletal procedures,1899.0,721031.6905939641,Other Diseases
12049,2022,Others,level 3 pacemaker and similar procedures,1087.0,1391321.705199954,Respiratory
12050,2022,Others,level 3 upper gi procedures,369.0,248515.7972587806,Other Diseases
12051,2022,Others,level 3 urology and related services,1983.0,484507.7606261625,Other Diseases
12052,2022,Others,level 3 vascular procedures,3170.0,676616.0299225545,Other Diseases
12053,2022,Others,level 4 airway endoscopy,1020.0,438444.02964334097,Respiratory
12054,2022,Others,level 4 breast/lymphatic surgery and related procedures,33.0,236796.75595587998,Other Diseases
12055,2022,Others,level 4 ent procedures,182.0,145203.455076364,Other Diseases
12056,2022,Others,level 4 endovascular procedures,635.0,1732938.380525786,Other Diseases
12057,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",64.0,78939.668491227,Other Diseases
12058,2022,Others,level 4 gynecologic procedures,489.0,305856.019555677,Other Diseases
12059,2022,Others,level 4 musculoskeletal procedures,3103.0,1670860.551921295,Other Diseases
12060,2022,Others,level 4 neurostimulator and related procedures,215.0,995707.308993857,Other Diseases
12061,2022,Others,level 4 pacemaker and similar procedures,125.0,801680.7394817481,Respiratory
12062,2022,Others,level 4 urology and related services,2350.0,689032.581716456,Other Diseases
12063,2022,Others,level 4 vascular procedures,749.0,731529.806792226,Other Diseases
12064,2022,Others,level 5 airway endoscopy,165.0,320798.635584242,Respiratory
12065,2022,Others,level 5 ent procedures,449.0,408207.975634142,Other Diseases
12066,2022,Others,level 5 gynecologic procedures,251.0,290266.33680538,Other Diseases
12067,2022,Others,level 5 musculoskeletal procedures,6652.0,2979742.704913377,Other Diseases
12068,2022,Others,level 5 neurostimulator and related procedures,293.0,1934323.895504501,Other Diseases
12069,2022,Others,level 5 urology and related services,1932.0,915403.707767963,Other Diseases
12070,2022,Others,level 6 gynecologic procedures,67.0,114268.04958396,Other Diseases
12071,2022,Others,level 6 musculoskeletal procedures,64.0,440451.851020766,Other Diseases
12072,2022,Others,level 6 urology and related services,56.0,121610.29039194199,Other Diseases
12073,2022,Others,level 7 radiation therapy,97.0,425197.779744791,Other Diseases
12074,2022,Others,level 8 urology and related services,38.0,164282.7635,Other Diseases
12075,2022,Others,abdominal/peritoneal/biliary and related procedures,770.0,617438.9822972259,Other Diseases
12076,2022,Others,cochlear implant procedure,12.0,116643.01846154,Other Diseases
12077,2022,Others,complex gi procedures,157.0,154739.462434745,Other Diseases
12078,2022,Others,comprehensive observation services,16406.0,962281.2203675273,Other Diseases
12079,2022,Others,implantation of drug infusion device,11.0,83108.493636364,Other Diseases
12080,2022,Others,level 1 breast/lymphatic surgery and related procedures,433.0,432971.5671827276,Other Diseases
12081,2022,Others,level 1 endovascular procedures,5572.0,945944.41411567,Other Diseases
12082,2022,Others,level 1 intraocular procedures,4323.0,406843.0418347796,Other Diseases
12083,2022,Others,level 1 laparoscopy and related services,2527.0,1387585.0557727083,Other Diseases
12084,2022,Others,level 1 nerve procedures,2959.0,402936.9251868114,Other Diseases
12085,2022,Others,level 1 neurostimulator and related procedures,13.0,20785.831538462,Other Diseases
12086,2022,Others,level 2 breast/lymphatic surgery and related procedures,714.0,894662.135183831,Other Diseases
12087,2022,Others,level 2 electrophysiologic procedures,11.0,63539.482727273,Respiratory
12088,2022,Others,level 2 endovascular procedures,1328.0,875299.4099001479,Other Diseases
12089,2022,Others,level 2 excision/ biopsy/ incision and drainage,4428.0,444396.9313279089,Other Diseases
12090,2022,Others,level 2 icd and similar procedures,362.0,2445021.718018587,Respiratory
12091,2022,Others,level 2 intraocular procedures,909.0,390958.97993409703,Other Diseases
12092,2022,Others,level 2 laparoscopy and related services,1005.0,1335847.231204943,Other Diseases
12093,2022,Others,level 2 musculoskeletal procedures,951.0,303445.4180963212,Other Diseases
12094,2022,Others,level 2 neurostimulator and related procedures,221.0,241213.51360123,Other Diseases
12095,2022,Others,level 2 pacemaker and similar procedures,495.0,739005.24251441,Respiratory
12096,2022,Others,level 2 upper gi procedures,2483.0,468673.4864730358,Other Diseases
12097,2022,Others,level 2 vascular procedures,963.0,253739.9595971369,Other Diseases
12098,2022,Others,level 3 airway endoscopy,461.0,156332.6518919641,Other Diseases
12099,2022,Others,level 3 breast/lymphatic surgery and related procedures,13.0,71331.861428571,Other Diseases
12100,2022,Others,level 3 ent procedures,136.0,61793.43789594,Other Diseases
12101,2022,Others,level 3 electrophysiologic procedures,1076.0,2240258.336854535,Respiratory
12102,2022,Others,level 3 endovascular procedures,2446.0,2254277.400742582,Other Diseases
12103,2022,Others,level 3 excision/ biopsy/ incision and drainage,1640.0,579071.3058892287,Other Diseases
12104,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",203.0,126108.2859216892,Other Diseases
12105,2022,Others,level 3 lower gi procedures,394.0,207052.46513552,Other Diseases
12106,2022,Others,level 3 musculoskeletal procedures,1951.0,858526.4708262148,Other Diseases
12107,2022,Others,level 3 pacemaker and similar procedures,886.0,1418328.275734161,Respiratory
12108,2022,Others,level 3 upper gi procedures,213.0,159656.236086047,Other Diseases
12109,2022,Others,level 3 urology and related services,2693.0,473801.9387510529,Other Diseases
12110,2022,Others,level 3 vascular procedures,2850.0,779022.1747711455,Other Diseases
12111,2022,Others,level 4 airway endoscopy,806.0,435132.482762461,Respiratory
12112,2022,Others,level 4 breast/lymphatic surgery and related procedures,16.0,42781.39125,Other Diseases
12113,2022,Others,level 4 ent procedures,183.0,107313.5944139479,Other Diseases
12114,2022,Others,level 4 endovascular procedures,1030.0,2456351.843420495,Other Diseases
12115,2022,Others,level 4 gynecologic procedures,364.0,220295.3860393912,Other Diseases
12116,2022,Others,level 4 musculoskeletal procedures,3365.0,1812798.560686072,Other Diseases
12117,2022,Others,level 4 neurostimulator and related procedures,103.0,333951.885681754,Other Diseases
12118,2022,Others,level 4 pacemaker and similar procedures,39.0,321930.577875464,Respiratory
12119,2022,Others,level 4 urology and related services,2254.0,750642.0790278503,Other Diseases
12120,2022,Others,level 4 vascular procedures,925.0,531941.255691817,Other Diseases
12121,2022,Others,level 5 airway endoscopy,275.0,384222.412214984,Respiratory
12122,2022,Others,level 5 ent procedures,386.0,524391.250618067,Other Diseases
12123,2022,Others,level 5 gynecologic procedures,97.0,167069.373088744,Other Diseases
12124,2022,Others,level 5 musculoskeletal procedures,6027.0,2633848.195736501,Other Diseases
12125,2022,Others,level 5 neurostimulator and related procedures,295.0,1355814.758001236,Other Diseases
12126,2022,Others,level 5 urology and related services,1894.0,931099.1814891658,Other Diseases
12127,2022,Others,level 6 musculoskeletal procedures,34.0,228863.99983333301,Other Diseases
12128,2022,Others,level 6 urology and related services,83.0,156291.46151750302,Other Diseases
12129,2022,Others,level 7 radiation therapy,79.0,140979.7411508947,Other Diseases
12130,2022,Others,level 8 urology and related services,122.0,451788.91150203603,Other Diseases
12131,2022,Others,abdominal/peritoneal/biliary and related procedures,2743.0,530130.6839398523,Other Diseases
12132,2022,Others,cochlear implant procedure,94.0,237827.302662476,Other Diseases
12133,2022,Others,complex gi procedures,477.0,230855.196086814,Other Diseases
12134,2022,Others,comprehensive observation services,34105.0,591029.6891954445,Other Diseases
12135,2022,Others,implantation wireless pa pressure monitor,41.0,195184.206955985,Other Diseases
12136,2022,Others,implantation of drug infusion device,74.0,101050.966296296,Other Diseases
12137,2022,Others,level 1 breast/lymphatic surgery and related procedures,2058.0,526529.2726209464,Other Diseases
12138,2022,Others,level 1 endovascular procedures,5000.0,515139.4967247611,Other Diseases
12139,2022,Others,level 1 icd and similar procedures,158.0,599614.466997448,Respiratory
12140,2022,Others,level 1 intraocular procedures,6090.0,191812.1523824906,Other Diseases
12141,2022,Others,level 1 laparoscopy and related services,4842.0,860351.4310629212,Other Diseases
12142,2022,Others,level 1 nerve procedures,5011.0,318826.6845982731,Other Diseases
12143,2022,Others,level 1 neurostimulator and related procedures,26.0,31104.183333333,Other Diseases
12144,2022,Others,level 2 breast/lymphatic surgery and related procedures,1614.0,932805.003804556,Other Diseases
12145,2022,Others,level 2 electrophysiologic procedures,24.0,57534.593571428,Respiratory
12146,2022,Others,level 2 endovascular procedures,1882.0,630839.727691175,Other Diseases
12147,2022,Others,level 2 excision/ biopsy/ incision and drainage,11768.0,304239.0767777338,Other Diseases
12148,2022,Others,level 2 icd and similar procedures,559.0,2085987.389415513,Respiratory
12149,2022,Others,level 2 intraocular procedures,1876.0,96102.4812719628,Other Diseases
12150,2022,Others,level 2 laparoscopy and related services,1799.0,895369.386470982,Other Diseases
12151,2022,Others,level 2 musculoskeletal procedures,3344.0,282505.981543016,Other Diseases
12152,2022,Others,level 2 nerve procedures,41.0,100505.04245977,Other Diseases
12153,2022,Others,level 2 neurostimulator and related procedures,320.0,239767.84100233502,Other Diseases
12154,2022,Others,level 2 pacemaker and similar procedures,944.0,721219.9178531,Respiratory
12155,2022,Others,level 2 upper gi procedures,6129.0,318174.1428023794,Other Diseases
12156,2022,Others,level 2 vascular procedures,1662.0,234798.0430618457,Other Diseases
12157,2022,Others,level 3 airway endoscopy,1149.0,211701.322948,Other Diseases
12158,2022,Others,level 3 breast/lymphatic surgery and related procedures,70.0,144480.699864916,Other Diseases
12159,2022,Others,level 3 ent procedures,189.0,35926.1670139239,Other Diseases
12160,2022,Others,level 3 electrophysiologic procedures,2223.0,1342334.241638521,Respiratory
12161,2022,Others,level 3 endovascular procedures,2383.0,1423934.501965253,Other Diseases
12162,2022,Others,level 3 excision/ biopsy/ incision and drainage,3974.0,464178.4782467835,Other Diseases
12163,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",1085.0,87223.50390595681,Other Diseases
12164,2022,Others,level 3 intraocular procedures,12.0,26240.205,Other Diseases
12165,2022,Others,level 3 lower gi procedures,1276.0,213033.5840930868,Other Diseases
12166,2022,Others,level 3 musculoskeletal procedures,4591.0,502032.9986185697,Other Diseases
12167,2022,Others,level 3 neurostimulator and related procedures,46.0,32394.568260869,Other Diseases
12168,2022,Others,level 3 pacemaker and similar procedures,1478.0,1128047.347864296,Respiratory
12169,2022,Others,level 3 upper gi procedures,641.0,234665.8314896416,Other Diseases
12170,2022,Others,level 3 urology and related services,4984.0,343361.6400059644,Other Diseases
12171,2022,Others,level 3 vascular procedures,4964.0,507298.9672533286,Other Diseases
12172,2022,Others,level 4 airway endoscopy,1767.0,441856.6759020943,Respiratory
12173,2022,Others,level 4 breast/lymphatic surgery and related procedures,25.0,159336.95461538498,Other Diseases
12174,2022,Others,level 4 ent procedures,367.0,144371.5702529686,Other Diseases
12175,2022,Others,level 4 endovascular procedures,583.0,904487.799537106,Other Diseases
12176,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",139.0,27261.630083333002,Other Diseases
12177,2022,Others,level 4 gynecologic procedures,1753.0,375632.7884986825,Other Diseases
12178,2022,Others,level 4 musculoskeletal procedures,6030.0,1003616.1777042171,Other Diseases
12179,2022,Others,level 4 neurostimulator and related procedures,284.0,797181.081206292,Other Diseases
12180,2022,Others,level 4 pacemaker and similar procedures,174.0,499341.497020735,Respiratory
12181,2022,Others,level 4 urology and related services,4483.0,499750.4932888269,Other Diseases
12182,2022,Others,level 4 vascular procedures,1168.0,456713.7932792464,Other Diseases
12183,2022,Others,level 5 airway endoscopy,573.0,283396.572890258,Respiratory
12184,2022,Others,level 5 ent procedures,993.0,386905.910882276,Other Diseases
12185,2022,Others,level 5 gynecologic procedures,528.0,426617.7948799029,Other Diseases
12186,2022,Others,level 5 musculoskeletal procedures,9195.0,1679635.174254822,Other Diseases
12187,2022,Others,level 5 neurostimulator and related procedures,352.0,1190297.228376161,Other Diseases
12188,2022,Others,level 5 urology and related services,4010.0,690308.1819182647,Other Diseases
12189,2022,Others,level 6 gynecologic procedures,98.0,166726.502279762,Other Diseases
12190,2022,Others,level 6 musculoskeletal procedures,76.0,86866.293477012,Other Diseases
12191,2022,Others,level 6 urology and related services,314.0,405341.009394177,Other Diseases
12192,2022,Others,level 7 radiation therapy,247.0,200328.961563824,Other Diseases
12193,2022,Others,level 8 urology and related services,132.0,310619.279550125,Other Diseases
12194,2022,Others,abdominal/peritoneal/biliary and related procedures,349.0,187499.687126765,Other Diseases
12195,2022,Others,complex gi procedures,88.0,57335.640916045,Other Diseases
12196,2022,Others,comprehensive observation services,2971.0,222559.3948237811,Other Diseases
12197,2022,Others,level 1 breast/lymphatic surgery and related procedures,204.0,112239.999368288,Other Diseases
12198,2022,Others,level 1 endovascular procedures,912.0,120783.07342254001,Other Diseases
12199,2022,Others,level 1 intraocular procedures,886.0,103940.2540270063,Other Diseases
12200,2022,Others,level 1 laparoscopy and related services,800.0,362894.824619586,Other Diseases
12201,2022,Others,level 1 nerve procedures,792.0,91715.6031839965,Other Diseases
12202,2022,Others,level 2 breast/lymphatic surgery and related procedures,202.0,149479.63333321,Other Diseases
12203,2022,Others,level 2 electrophysiologic procedures,18.0,36276.588333333,Respiratory
12204,2022,Others,level 2 endovascular procedures,327.0,97005.782095508,Other Diseases
12205,2022,Others,level 2 excision/ biopsy/ incision and drainage,1564.0,103786.8581514851,Other Diseases
12206,2022,Others,level 2 icd and similar procedures,88.0,438596.39013995,Respiratory
12207,2022,Others,level 2 intraocular procedures,27.0,12145.408571428,Other Diseases
12208,2022,Others,level 2 laparoscopy and related services,292.0,183001.542909605,Other Diseases
12209,2022,Others,level 2 musculoskeletal procedures,336.0,78175.8606690524,Other Diseases
12210,2022,Others,level 2 neurostimulator and related procedures,11.0,25643.823636364,Other Diseases
12211,2022,Others,level 2 pacemaker and similar procedures,78.0,109073.551597222,Respiratory
12212,2022,Others,level 2 upper gi procedures,907.0,82811.5502514384,Other Diseases
12213,2022,Others,level 2 vascular procedures,256.0,44398.860873191996,Other Diseases
12214,2022,Others,level 3 airway endoscopy,102.0,31935.7630948491,Other Diseases
12215,2022,Others,level 3 ent procedures,32.0,9737.3776470588,Other Diseases
12216,2022,Others,level 3 electrophysiologic procedures,204.0,231841.83705641,Respiratory
12217,2022,Others,level 3 endovascular procedures,294.0,281510.304064695,Other Diseases
12218,2022,Others,level 3 excision/ biopsy/ incision and drainage,437.0,144225.6721828297,Other Diseases
12219,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",139.0,35810.5958893557,Other Diseases
12220,2022,Others,level 3 lower gi procedures,159.0,50120.9384174727,Other Diseases
12221,2022,Others,level 3 musculoskeletal procedures,671.0,201385.9879309116,Other Diseases
12222,2022,Others,level 3 pacemaker and similar procedures,188.0,267297.703187593,Respiratory
12223,2022,Others,level 3 upper gi procedures,110.0,53758.437619228,Other Diseases
12224,2022,Others,level 3 urology and related services,1182.0,101255.67440383759,Other Diseases
12225,2022,Others,level 3 vascular procedures,751.0,178322.1717890723,Other Diseases
12226,2022,Others,level 4 airway endoscopy,216.0,114913.73475765,Respiratory
12227,2022,Others,level 4 ent procedures,72.0,36539.426674448,Other Diseases
12228,2022,Others,level 4 endovascular procedures,70.0,176694.564785714,Other Diseases
12229,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",16.0,10213.586470588,Other Diseases
12230,2022,Others,level 4 gynecologic procedures,152.0,114644.5809936587,Other Diseases
12231,2022,Others,level 4 musculoskeletal procedures,1091.0,439821.37720716,Other Diseases
12232,2022,Others,level 4 neurostimulator and related procedures,23.0,111557.39173913,Other Diseases
12233,2022,Others,level 4 pacemaker and similar procedures,66.0,83954.644848485,Respiratory
12234,2022,Others,level 4 urology and related services,732.0,189875.510611382,Other Diseases
12235,2022,Others,level 4 vascular procedures,126.0,102380.926954988,Other Diseases
12236,2022,Others,level 5 airway endoscopy,45.0,56959.000604395,Respiratory
12237,2022,Others,level 5 ent procedures,137.0,69276.786081257,Other Diseases
12238,2022,Others,level 5 gynecologic procedures,50.0,32803.163984962004,Other Diseases
12239,2022,Others,level 5 musculoskeletal procedures,1827.0,724156.256698593,Other Diseases
12240,2022,Others,level 5 neurostimulator and related procedures,46.0,234489.001,Other Diseases
12241,2022,Others,level 5 urology and related services,752.0,294361.282969645,Other Diseases
12242,2022,Others,level 6 gynecologic procedures,15.0,27911.502,Other Diseases
12243,2022,Others,abdominal/peritoneal/biliary and related procedures,2032.0,832034.0136796376,Other Diseases
12244,2022,Others,cochlear implant procedure,83.0,308038.415421249,Other Diseases
12245,2022,Others,complex gi procedures,388.0,231094.504009628,Other Diseases
12246,2022,Others,comprehensive observation services,27039.0,1204542.4488243158,Other Diseases
12247,2022,Others,implantation wireless pa pressure monitor,15.0,119049.70933333,Other Diseases
12248,2022,Others,implantation of drug infusion device,18.0,51599.735,Other Diseases
12249,2022,Others,level 1 breast/lymphatic surgery and related procedures,1404.0,711740.6831137644,Other Diseases
12250,2022,Others,level 1 endovascular procedures,7784.0,858433.6864360237,Other Diseases
12251,2022,Others,level 1 icd and similar procedures,102.0,759359.9838184239,Respiratory
12252,2022,Others,level 1 intraocular procedures,7009.0,564766.1791311657,Other Diseases
12253,2022,Others,level 1 laparoscopy and related services,4535.0,1926181.862606503,Other Diseases
12254,2022,Others,level 1 nerve procedures,3614.0,493390.2764848764,Other Diseases
12255,2022,Others,level 1 neurostimulator and related procedures,51.0,54187.672666665996,Other Diseases
12256,2022,Others,level 2 breast/lymphatic surgery and related procedures,1280.0,1100353.7864457371,Other Diseases
12257,2022,Others,level 2 electrophysiologic procedures,60.0,98124.567261904,Respiratory
12258,2022,Others,level 2 endovascular procedures,2124.0,1088066.5565708887,Other Diseases
12259,2022,Others,level 2 excision/ biopsy/ incision and drainage,9955.0,527750.5754692872,Other Diseases
12260,2022,Others,level 2 icd and similar procedures,852.0,4099284.53921845,Respiratory
12261,2022,Others,level 2 intraocular procedures,1706.0,329818.2777742647,Other Diseases
12262,2022,Others,level 2 laparoscopy and related services,1912.0,2116619.209302279,Other Diseases
12263,2022,Others,level 2 musculoskeletal procedures,2293.0,542482.351084536,Other Diseases
12264,2022,Others,level 2 neurostimulator and related procedures,240.0,202661.2672069962,Other Diseases
12265,2022,Others,level 2 pacemaker and similar procedures,897.0,1049168.165929223,Respiratory
12266,2022,Others,level 2 upper gi procedures,4682.0,487296.2203619298,Other Diseases
